0.019,6.253,3.595,3.493,3.797,1.836,3.758,6.117,0.855,0.018
3.657,4.937,1.677,8.458,8.629,3.889,8.890,0.807,5.222,8.419
6.020,5.526,2.878,0.890,2.836,8.980,5.554,3.166,7.067,8.540
8.224,5.908,1.971,6.546,6.782,2.665,9.863,2.032,6.191,1.109
3.823,9.610,0.354,6.147,2.993,5.560,2.176,0.251,9.129,3.826
2.708,4.436,1.414,7.202,4.910,4.220,1.837,3.611,3.437,9.496
7.595,9.660,5.914,5.353,6.591,7.841,7.101,1.710,9.979,7.053
6.286,4.682,9.938,1.830,6.685,8.140,7.731,2.410,8.276,3.950
6.280,0.187,1.552,6.382,3.898,5.749,1.031,6.195,7.358,8.031
1.705,0.764,6.663,8.971,9.796,3.991,0.009,2.267,7.533,9.750
6.693,7.212,1.502,3.346,2.637,4.270,3.827,2.039,6.689,9.297
8.074,2.496,9.058,8.215,7.478,0.182,1.032,9.258,0.150,4.082
0.148,3.758,4.364,9.480,8.091,0.125,0.064,3.807,1.477,7.508
4.392,9.161,9.685,4.545,0.792,6.879,9.302,2.484,0.870,4.648
6.135,0.147,2.187,3.421,5.550,4.309,0.836,2.914,7.244,0.831
3.107,7.348,3.521,1.604,2.045,5.905,6.883,7.219,0.346,5.715
6.083,1.164,8.430,8.020,6.706,8.587,8.406,9.305,4.969,6.934
3.744,7.534,6.154,8.878,3.736,0.075,4.168,3.972,2.164,6.605
4.609,6.173,9.073,5.039,5.943,6.147,7.499,7.726,4.297,2.594
5.546,5.719,4.009,9.560,6.195,8.479,2.472,3.893,8.621,2.549
