8.962,4.319,3.374,6.718,6.481,3.612,9.021,0.530,0.613,6.841
1.690,9.585,9.915,8.425,4.104,2.806,2.485,7.256,1.182,5.832
9.579,3.415,2.627,8.157,2.072,1.854,1.342,1.984,3.801,7.331
2.100,7.432,9.469,8.978,1.727,7.758,0.736,5.651,9.601,0.713
4.085,5.526,5.631,4.745,2.457,2.779,4.561,5.132,7.650,7.947
7.064,5.493,8.996,2.209,9.723,6.592,2.793,2.866,4.863,7.660
9.494,0.094,5.149,0.008,8.330,4.052,7.982,3.088,0.697,3.577
9.111,6.071,9.687,3.558,7.096,6.981,1.757,1.882,1.010,7.057
0.422,4.936,0.359,4.293,9.207,0.134,2.768,9.391,2.191,5.434
3.541,8.587,1.746,6.841,8.493,5.570,5.958,0.958,7.733,2.770
0.069,6.144,3.441,8.489,7.863,3.154,9.802,5.685,2.727,3.972
3.472,3.478,0.913,0.799,7.734,3.580,2.804,7.538,6.313,7.964
4.382,2.840,8.676,2.371,0.287,8.234,8.197,9.102,0.148,5.468
2.144,9.227,5.175,4.018,6.291,1.302,5.041,0.227,7.206,6.757
4.500,0.874,8.347,6.077,0.742,0.068,2.575,7.401,4.980,8.724
5.400,8.917,3.536,4.626,6.909,9.265,7.305,8.012,1.346,7.631
1.755,5.614,5.431,7.631,0.671,5.014,7.691,0.380,8.276,0.574
5.839,9.030,2.369,7.792,3.043,3.963,7.350,4.078,6.318,8.146
6.197,1.662,4.816,0.483,0.492,8.344,4.325,1.507,6.936,4.906
1.776,1.891,8.008,5.378,3.675,2.447,6.902,6.376,5.545,0.168
