7.367,2.080,2.189,9.987,4.464,1.426,9.512,7.421,5.867,5.069
0.076,1.429,8.872,7.304,5.544,3.543,6.042,7.624,7.783,1.862
8.590,6.882,1.180,1.178,3.423,4.780,2.466,8.924,8.355,5.930
4.137,2.259,7.591,3.108,0.023,3.144,7.568,2.707,9.291,0.931
4.115,2.349,2.121,3.615,0.898,2.697,0.864,6.851,0.203,7.392
2.419,0.016,6.934,5.583,9.476,3.897,4.882,2.835,6.452,4.571
9.080,8.767,8.549,6.793,9.997,7.924,7.851,1.861,7.807,3.619
0.749,4.572,1.336,2.478,8.041,3.138,3.910,4.015,9.983,1.685
6.966,0.618,7.496,6.530,6.427,2.652,7.752,1.286,4.438,9.581
1.331,9.894,4.704,7.811,5.350,3.162,9.140,9.555,6.146,7.376
8.430,4.109,2.364,1.372,6.862,7.796,5.573,7.436,5.399,0.662
5.295,8.761,2.805,7.184,0.242,7.704,9.288,8.130,4.115,8.339
9.341,2.861,0.964,6.805,8.358,2.318,0.183,5.773,6.420,5.921
4.767,4.893,4.760,1.155,4.369,1.802,0.910,3.700,6.257,5.958
7.102,7.156,3.869,6.019,8.973,2.564,4.407,3.279,6.683,7.385
7.633,7.594,9.428,7.984,8.120,3.029,3.465,5.242,6.010,0.087
8.421,1.498,7.508,5.827,0.335,1.877,0.171,5.292,7.000,6.128
1.322,0.331,4.428,1.091,9.865,3.739,8.995,4.121,5.450,4.389
7.028,7.316,8.071,8.943,2.460,1.529,2.736,7.272,3.258,0.254
4.797,2.818,5.234,4.843,8.355,8.635,8.912,9.404,1.910,2.156
