8.329,3.701,3.934,5.126,4.983,9.947,2.631,0.382,2.785,5.741
5.837,4.796,9.830,9.698,0.065,5.370,2.538,3.129,5.773,2.175
5.729,8.653,5.106,8.234,7.234,5.951,2.483,5.574,8.104,1.578
5.817,1.847,3.383,8.080,5.380,5.859,0.953,1.803,8.769,5.046
9.193,0.764,8.076,4.202,7.763,6.735,0.724,1.183,6.472,8.325
7.404,6.040,2.554,2.835,2.860,4.412,8.402,8.019,9.582,7.661
4.666,9.670,7.026,9.722,9.239,9.664,9.910,7.835,6.825,6.046
0.010,2.126,4.839,8.652,1.442,5.617,3.469,4.148,1.931,8.210
1.117,5.121,0.043,3.004,2.938,2.193,4.231,7.858,8.094,2.513
3.884,2.349,7.109,7.434,2.211,5.450,4.307,4.830,8.684,6.284
3.026,6.801,7.108,0.064,1.756,1.160,8.760,8.220,2.679,4.866
2.459,8.762,8.402,3.174,3.756,5.122,2.262,8.476,2.710,6.648
2.081,5.077,8.429,7.016,8.700,7.627,6.489,0.575,6.588,7.681
2.859,7.300,8.699,9.977,6.354,6.623,9.642,7.247,2.363,6.166
7.024,2.382,8.587,8.187,7.714,9.196,6.606,5.230,4.509,9.362
8.746,0.474,0.089,1.355,7.144,8.848,6.658,5.584,9.660,7.730
6.428,4.351,6.307,1.079,1.894,5.877,4.012,9.974,9.463,3.900
8.977,1.697,1.382,8.813,0.803,1.223,1.699,8.768,5.745,9.566
0.551,1.309,7.236,1.790,9.643,7.502,8.971,6.297,9.711,6.933
7.617,1.782,7.482,6.440,3.084,6.259,5.234,1.524,8.855,1.069
