0.708,3.781,9.458,0.233,2.684,4.940,2.790,3.496,8.466,0.635
7.601,7.923,9.481,5.439,2.855,8.704,5.850,2.091,6.797,9.364
4.285,5.520,8.697,1.822,4.508,6.264,1.468,6.008,6.615,0.538
5.476,0.573,2.595,4.121,7.427,5.130,2.180,4.881,4.721,7.633
4.178,5.771,1.168,7.277,9.032,5.111,4.110,8.193,7.145,4.062
3.730,0.459,1.509,0.824,2.271,0.313,1.030,5.478,1.576,7.414
0.133,1.615,8.343,7.021,2.196,8.260,2.751,4.162,3.586,9.128
4.808,6.985,9.820,0.158,0.811,8.574,1.824,2.168,7.566,5.203
0.433,0.493,1.718,4.167,8.023,8.331,0.105,5.954,9.541,0.624
9.333,2.823,3.527,5.925,8.116,3.657,5.675,3.682,4.912,9.276
9.096,2.797,3.127,9.665,8.240,2.812,4.269,0.549,1.532,3.669
2.374,8.422,3.177,0.007,5.648,2.091,0.305,1.646,3.220,0.592
2.868,5.468,4.921,1.028,5.629,1.023,0.233,9.425,0.766,5.336
8.351,1.717,3.609,5.508,8.417,7.173,6.809,2.339,3.199,9.385
8.975,1.550,0.244,9.746,2.386,6.345,7.729,8.689,1.133,5.969
1.905,4.552,3.799,7.413,6.874,8.705,0.070,5.891,0.150,7.203
7.811,5.477,1.455,5.555,2.653,0.023,3.432,8.437,1.705,8.461
3.529,9.327,4.713,1.636,5.527,6.016,9.564,3.725,5.499,5.878
1.450,4.969,6.466,8.279,5.277,9.398,8.192,9.341,3.312,8.130
5.805,1.113,8.193,7.182,3.642,7.428,4.672,7.129,1.701,2.179
