2.780,5.635,7.897,2.348,5.330,7.645,3.215,9.699,1.283,2.011
1.966,1.367,9.062,3.137,1.499,9.611,1.792,8.258,1.905,0.293
0.554,4.368,3.723,4.198,1.540,7.183,5.352,2.259,4.751,1.452
0.038,8.300,1.995,5.991,1.502,9.290,7.451,6.112,2.881,5.756
0.288,0.905,1.037,6.242,4.669,0.888,5.430,4.897,6.381,6.902
8.938,9.797,9.175,1.559,4.051,0.638,9.869,9.258,9.295,5.546
7.630,4.875,7.436,1.267,3.716,5.504,2.057,6.967,3.557,1.835
6.974,5.801,6.477,1.840,9.504,0.875,1.287,8.531,6.363,4.250
9.655,1.202,4.010,2.152,5.451,4.262,1.519,4.135,4.181,4.311
9.306,9.003,6.805,1.560,2.233,6.866,4.083,2.587,0.176,0.942
0.408,1.925,1.387,0.240,4.398,7.473,4.769,4.683,4.800,3.260
4.828,2.954,6.300,5.933,9.775,1.277,8.070,9.016,5.961,1.297
2.371,9.193,9.389,4.061,3.082,4.372,5.571,3.090,2.457,9.254
8.970,7.011,4.328,3.953,3.074,9.807,0.855,7.681,0.745,5.650
0.470,7.579,5.585,7.889,7.974,5.595,0.797,1.764,9.017,2.438
1.542,6.566,1.454,5.172,2.961,6.006,4.342,9.967,8.055,5.565
2.091,5.743,8.904,9.484,0.880,9.958,7.426,1.058,7.552,9.867
5.624,0.587,0.004,6.741,0.360,1.447,1.109,1.257,3.711,0.614
9.105,7.967,3.103,5.616,3.918,8.519,9.679,8.362,0.491,4.817
8.811,9.688,0.413,3.042,6.373,8.244,0.246,1.178,5.324,8.864
