3.316,5.636,3.096,7.621,6.618,8.135,5.412,7.986,1.901,8.036
7.232,8.473,6.431,4.384,2.997,8.106,1.674,0.444,1.558,4.443
5.761,9.280,1.497,7.883,2.255,6.279,9.987,6.249,6.236,0.017
8.032,4.830,1.930,6.484,1.823,7.175,8.297,2.689,7.765,9.662
2.288,6.834,8.920,1.147,5.099,8.737,6.366,7.629,3.762,6.750
4.744,6.556,4.502,7.098,3.328,8.930,4.924,4.573,2.358,6.053
1.486,9.502,4.991,1.948,1.600,4.944,3.427,0.682,1.727,3.796
8.032,3.059,9.932,0.117,2.548,8.892,6.505,0.824,5.115,7.628
3.304,2.096,1.597,7.076,8.978,9.473,9.364,6.164,7.102,1.424
2.042,3.674,3.371,8.903,7.767,1.140,4.293,3.301,9.135,0.433
3.910,3.695,2.570,0.149,1.562,1.981,1.047,9.586,3.103,7.228
5.143,2.578,4.135,6.839,7.287,1.130,6.334,2.514,4.133,5.498
0.510,2.729,9.205,9.242,1.974,6.236,2.826,0.285,5.883,3.293
9.650,5.575,6.182,9.441,0.047,6.964,5.757,0.138,8.725,5.564
5.526,9.343,4.532,4.427,1.223,8.055,4.389,8.272,2.244,8.217
4.510,6.767,8.321,9.119,6.587,8.374,5.886,0.867,3.501,3.567
4.747,8.062,2.757,6.242,4.068,3.728,0.388,7.287,3.081,4.988
5.574,5.696,6.783,6.621,9.795,9.649,1.126,1.142,0.326,3.743
4.877,4.290,9.873,0.116,3.614,8.912,6.458,4.060,8.252,1.956
9.101,3.690,0.398,1.537,6.043,2.547,9.864,2.672,0.737,9.578
