8.287,8.052,9.122,6.656,7.395,5.209,7.094,4.290,9.636,6.194
7.635,2.641,0.023,2.675,8.293,8.589,8.933,2.176,7.663,6.466
9.539,3.130,3.811,6.991,8.616,9.943,8.596,5.869,1.108,4.144
8.157,6.870,3.362,3.832,4.031,3.862,8.706,2.550,9.627,2.117
1.669,6.147,5.160,9.008,9.302,4.753,7.735,0.918,2.009,9.807
7.616,7.621,3.083,6.089,8.305,7.064,6.436,6.596,5.627,8.934
1.518,4.286,4.220,9.416,0.709,5.515,4.215,6.922,1.974,5.887
9.231,2.689,3.422,8.364,5.272,8.060,6.131,9.487,6.728,0.279
0.146,5.190,7.985,2.340,4.966,7.711,3.347,4.805,7.635,9.201
0.190,4.485,8.866,9.653,2.590,8.763,9.116,9.342,4.010,5.504
6.743,5.711,2.831,5.453,5.469,7.207,0.212,4.374,0.443,5.847
0.508,7.875,9.507,7.915,8.637,4.334,6.940,2.656,9.030,1.629
7.265,7.157,3.893,0.883,3.032,6.662,3.262,4.572,4.738,9.429
2.336,5.947,6.755,1.507,8.613,2.834,0.300,7.698,8.941,2.489
4.287,1.168,2.427,9.291,1.535,9.519,0.716,0.746,2.692,7.569
7.582,7.540,1.722,3.036,7.196,1.310,9.987,1.480,9.150,0.620
6.762,3.649,5.295,9.180,1.579,3.686,9.702,3.965,1.685,4.017
6.055,9.683,4.392,0.244,7.245,4.490,9.379,3.790,2.957,3.825
9.361,4.312,0.231,5.643,0.343,7.079,0.578,2.887,3.179,9.086
3.883,4.005,0.270,4.281,0.512,6.629,6.752,9.022,6.534,9.735
