4.341,8.518,1.871,8.125,1.567,0.662,8.961,0.804,1.675,8.717
2.116,3.194,1.192,2.236,3.907,0.313,3.304,1.791,5.194,7.372
9.432,1.935,0.926,9.177,8.789,8.622,2.015,2.083,5.315,0.881
9.395,0.425,5.494,0.740,7.080,0.768,5.541,5.002,6.559,8.064
1.195,4.750,1.572,7.090,0.566,9.591,0.456,5.966,0.535,7.313
7.179,1.007,6.963,6.233,5.962,8.218,1.271,7.027,7.029,7.480
1.482,2.583,5.872,9.304,1.342,6.077,0.081,1.395,3.233,5.358
2.818,2.555,4.253,3.640,8.951,0.001,1.025,2.931,0.022,8.410
9.704,8.820,1.829,5.314,8.868,7.422,0.743,6.932,2.390,8.322
2.547,3.427,7.583,5.022,1.397,6.808,0.515,7.144,7.195,4.832
3.594,2.168,2.737,6.968,6.665,1.241,1.698,9.168,3.195,3.282
1.171,6.092,4.368,3.415,3.493,7.317,7.275,9.279,7.879,6.732
8.643,2.626,0.143,2.630,0.380,4.141,7.707,6.827,0.946,1.386
5.902,4.078,9.127,0.451,8.946,3.667,8.692,2.741,5.050,0.872
9.155,3.915,3.449,5.336,1.212,6.619,5.133,9.472,2.654,1.711
9.264,9.344,0.674,1.251,2.976,1.321,1.912,7.173,1.788,2.491
5.337,9.098,9.300,7.370,5.499,6.486,7.702,2.150,2.619,2.480
9.367,5.821,9.428,1.263,4.943,2.519,2.543,7.132,9.346,6.920
3.638,0.340,6.982,0.226,6.733,9.847,0.722,2.178,8.847,2.038
0.215,0.801,4.784,1.202,7.699,7.404,8.805,4.541,5.780,9.814
