0.891,1.013,2.415,6.407,1.636,4.373,6.868,1.712,4.982,3.206
2.852,8.922,6.277,3.539,9.832,7.285,9.307,6.575,4.717,5.105
3.982,8.038,4.821,2.193,0.316,0.349,3.118,8.435,9.928,5.967
5.024,0.272,4.912,5.171,6.627,4.840,8.211,2.670,0.953,1.744
0.872,2.735,3.369,0.891,4.357,3.369,9.606,2.493,6.824,9.143
9.740,5.849,2.467,6.444,4.074,6.891,6.433,0.651,6.834,6.566
9.571,2.868,4.883,4.566,4.697,9.997,1.650,3.918,6.180,9.788
3.890,3.230,5.102,5.391,3.879,0.726,6.686,8.859,6.278,3.226
7.735,8.221,6.423,7.231,4.250,1.191,6.656,1.870,5.794,5.438
0.390,6.250,3.816,1.752,0.184,4.328,5.600,8.077,3.919,2.416
2.348,3.558,7.901,5.048,6.484,5.805,6.628,8.355,1.721,8.995
2.414,1.566,2.922,5.223,5.671,9.148,7.879,0.858,3.195,5.307
3.378,7.704,9.567,3.793,5.626,4.827,9.487,1.571,0.202,2.138
9.674,8.350,3.304,9.311,5.818,5.091,4.266,5.581,6.583,4.889
2.564,9.919,8.933,0.877,8.636,7.576,1.132,8.539,0.997,9.455
2.855,1.933,3.002,9.398,3.824,5.361,6.306,5.287,7.835,5.456
5.460,4.458,4.406,2.800,3.652,8.446,0.862,5.131,3.510,1.837
0.647,8.242,8.759,5.583,6.889,2.220,0.938,1.584,3.473,9.380
5.751,4.999,3.084,0.623,9.005,2.586,9.057,4.722,7.990,9.234
5.301,6.864,9.796,8.938,3.903,1.207,1.398,8.013,6.945,6.988
