5.467,9.668,1.610,3.073,5.874,5.221,4.769,4.018,7.052,8.401
8.873,8.396,5.908,1.127,9.129,4.562,0.569,1.752,7.294,2.005
7.632,9.572,2.893,6.620,7.123,4.961,0.104,6.254,0.305,1.419
7.052,9.408,6.764,0.125,5.937,6.587,7.616,3.984,4.212,6.662
3.451,8.180,0.344,8.776,7.467,8.093,4.360,2.061,8.787,8.424
8.797,7.843,9.803,7.118,4.997,7.934,3.043,2.506,7.327,5.302
3.988,9.215,0.181,6.511,7.551,4.336,7.627,4.793,0.688,1.425
9.291,5.491,5.587,6.045,6.751,0.585,5.324,8.342,8.840,7.751
2.471,3.810,3.479,1.705,5.582,4.315,5.059,6.122,0.796,0.482
9.504,4.822,2.621,4.562,2.264,4.839,7.540,1.695,3.305,3.875
3.746,6.668,4.009,8.120,6.197,2.529,9.252,2.485,6.056,8.754
5.040,8.045,3.466,4.522,0.539,5.708,0.740,6.262,5.728,3.851
3.695,2.471,8.214,4.307,4.935,3.699,3.206,0.145,3.312,7.859
0.339,5.090,5.734,5.495,3.749,5.022,7.425,4.917,1.748,0.080
5.457,6.695,0.743,2.756,7.704,5.097,3.596,1.485,2.720,8.373
5.072,6.152,1.339,0.450,8.521,5.722,9.256,9.814,6.490,4.916
3.122,1.685,6.485,2.145,8.617,2.115,5.128,3.216,5.492,5.345
2.529,0.575,8.366,4.428,9.506,5.633,1.562,7.799,9.687,9.757
8.770,2.477,2.951,0.980,9.443,1.648,4.970,9.362,2.111,2.985
6.376,9.106,5.631,7.804,2.639,0.309,1.925,8.210,1.587,5.848
