0.675,5.378,6.252,0.091,5.172,0.668,9.945,1.516,7.388,0.742
0.391,9.778,9.470,9.503,1.931,2.092,5.028,6.625,5.505,1.249
6.184,7.677,6.645,6.265,8.533,5.150,2.651,9.218,4.997,9.666
4.713,8.613,3.566,0.049,6.041,3.113,4.446,3.916,5.642,4.253
8.724,3.083,9.802,2.934,0.568,9.235,9.688,5.242,6.465,2.910
4.685,5.677,0.311,9.827,8.185,1.122,6.137,8.611,7.286,9.598
4.454,3.649,5.586,1.765,8.293,6.723,7.474,5.707,9.244,7.739
0.749,0.741,6.703,9.933,3.884,7.189,4.302,2.568,2.977,5.268
3.785,1.703,4.547,2.847,8.631,4.003,8.480,1.981,8.332,5.433
5.249,4.210,1.758,6.819,2.380,3.130,2.510,1.826,9.358,4.703
8.601,1.912,9.084,8.833,2.356,3.349,3.966,5.938,8.874,8.348
8.405,1.440,1.415,2.448,9.682,6.508,6.338,3.729,7.899,9.995
7.471,2.741,4.941,4.760,4.063,7.305,2.170,7.867,1.506,9.357
6.564,3.700,8.010,0.750,7.669,2.011,5.217,6.466,7.741,2.887
6.186,6.763,2.046,1.447,4.261,1.581,7.607,2.175,9.422,9.496
4.432,6.750,1.879,8.733,1.958,6.303,0.823,0.032,9.597,5.654
1.184,2.601,7.634,0.569,3.932,0.285,4.622,1.304,6.174,5.751
9.972,9.041,7.459,4.231,5.284,4.829,9.809,4.457,4.432,0.716
0.780,7.200,5.092,8.007,7.296,5.167,3.125,1.315,6.314,0.538
3.031,7.339,5.795,8.453,5.617,8.363,7.772,7.296,5.908,2.790
