0.943,1.016,2.460,4.167,0.978,7.719,7.270,8.636,3.827,7.588
3.041,4.525,6.956,1.581,4.560,6.210,8.157,1.907,6.643,8.342
6.880,7.495,6.406,2.523,2.915,7.183,7.259,9.375,9.545,4.265
8.762,5.829,8.651,7.977,1.006,0.209,9.480,1.346,0.536,4.445
0.866,9.423,5.378,2.590,3.590,5.144,5.071,6.178,4.448,8.998
4.758,6.290,3.521,5.856,3.206,2.878,1.721,1.052,5.803,6.613
6.363,4.094,2.184,3.176,1.783,8.731,2.430,3.096,5.528,9.365
7.934,0.943,0.588,6.300,6.127,9.043,2.293,2.899,5.985,0.870
5.912,2.804,4.609,2.932,9.600,4.882,1.278,4.640,7.973,5.508
7.539,0.790,5.495,4.874,1.847,3.020,8.000,9.206,0.861,8.799
8.844,1.797,0.072,7.250,2.759,6.537,2.905,9.242,6.147,2.812
1.168,0.441,6.169,6.995,0.384,5.821,3.192,3.022,9.064,4.063
6.926,9.854,5.507,7.229,7.532,5.446,2.028,3.982,9.215,9.178
8.805,1.754,9.534,2.137,7.740,6.868,1.761,6.280,8.710,9.042
6.298,1.292,4.046,7.165,9.840,3.442,6.125,3.807,6.282,2.155
8.469,8.093,7.427,3.274,1.433,8.480,6.034,8.668,9.909,6.337
5.216,2.976,6.379,3.805,9.788,2.958,8.059,0.891,4.570,5.029
1.535,0.260,6.311,5.125,8.847,6.654,8.206,6.622,1.668,1.362
6.220,6.908,7.421,2.276,8.030,4.488,8.067,1.529,9.194,3.463
1.102,8.231,3.900,6.243,5.539,6.640,9.667,5.453,9.375,9.656
